Фурманова;92000000000044700;Street;Улица
Штурманская;92000000000044800;Street;Улица
Кудюрова;92000000000044900;Street;Улица
Комсомольская;92000000000045000;Street;Улица
Благодатная;92000000000045200;Street;Улица
Кустанайская;92000000000045500;Street;Улица
Боцманская;92000000000045600;Street;Улица
Коробкова;92000000000045700;Street;Улица
Летняя;92000000000045900;Street;Улица
Чакряна;92000000000046000;Street;Улица
Сиреневая;92000000000046100;Street;Улица
Лагерная;92000000000046300;Street;Улица
Краснознаменная;92000000000046400;Street;Улица
Крайняя;92000000000046500;Street;Улица
Варшавская;92000000000046600;Street;Улица
Старосеверная Балка;92000000000046700;Street;Улица
Виноградная;92000000000046800;Street;Улица
Ленина;92000000000046900;Street;Улица
Нефтяная;92000000000047000;Street;Улица
Черноморская;92000000000047100;Street;Улица
Лодочная;92000000000047200;Street;Улица
Вологодская;92000000000047300;Street;Улица
Военных Строителей;92000000000047500;Street;Улица
Крестовского;92000000000047700;Street;Улица
Урожайная;92000000000047800;Street;Улица
Штурмана Батурина;92000000000047900;Street;Улица
Мастерская;92000000000048100;Street;Улица
Гайдара;92000000000048200;Street;Улица
Мраморная;92000000000048300;Street;Улица
Кулакова;92000000000048400;Street;Улица
Ялтинская;92000000000048900;Street;Улица
Мелитопольская;92000000000049000;Street;Улица
Ладожская;92000000000049100;Street;Улица
Героев Бреста;92000000000049300;Street;Улица
Мирная;92000000000049400;Street;Улица
Ленинградская;92000000000049500;Street;Улица
Молодогвардейцев;92000000000049700;Street;Улица
Ломоносова;92000000000049800;Street;Улица
Гоголя;92000000000049900;Street;Улица
Илистая;92000000000050000;Street;Улица
Международная;92000000000050100;Street;Улица
Надеждинцев;92000000000050300;Street;Улица
Макаренко;92000000000050500;Street;Улица
Неглинная;92000000000050600;Street;Улица
Грушевая;92000000000050700;Street;Улица
Марсовая;92000000000050800;Street;Улица
Новосёлов;92000000000050900;Street;Улица
Менделеева;92000000000051300;Street;Улица
Окружная;92000000000051400;Street;Улица
Мира;92000000000051500;Street;Улица
Декабристов;92000000000051600;Street;Улица
Молокова;92000000000051800;Street;Улица
Подводников;92000000000051900;Street;Улица
Панаса Мирного;92000000000052100;Street;Улица
Драчука;92000000000052200;Street;Улица
Муромская;92000000000052300;Street;Улица
Эстонская;92000000000052400;Street;Улица
Назукина;92000000000052600;Street;Улица
Загороднянского;92000000000052800;Street;Улица
Полтавская;92000000000052900;Street;Улица
Некрасова;92000000000053100;Street;Улица
Кавалерийская;92000000000053200;Street;Улица
Правды;92000000000053300;Street;Улица
Причальная;92000000000053400;Street;Улица
Капитанская;92000000000053500;Street;Улица
Олимпийская;92000000000053600;Street;Улица
Прямая;92000000000053700;Street;Улица
Катерная;92000000000053900;Street;Улица
Охотская;92000000000054000;Street;Улица
Рыбацкий Причал;92000000000054100;Street;Улица
Подлесная;92000000000054200;Street;Улица
Российская;92000000000054300;Street;Улица
Киевская;92000000000054400;Street;Улица
Кокчетавская;92000000000054700;Street;Улица
Пархоменко;92000000000054800;Street;Улица
Комдива Ласкина;92000000000054900;Street;Улица
Свердлова;92000000000055100;Street;Улица
Сергеева-Ценского;92000000000055300;Street;Улица
Коралловая;92000000000055400;Street;Улица
Костомаровская;92000000000055500;Street;Улица
Скалистая;92000000000055600;Street;Улица
Клубничная;92000000000055700;Street;Улица
Смоленская;92000000000055900;Street;Улица
Красносельского;92000000000056100;Street;Улица
Спартаковская;92000000000056200;Street;Улица
Продольная;92000000000056300;Street;Улица
Кубанская;92000000000056400;Street;Улица
Стрелецкая;92000000000056500;Street;Улица
Суздальская;92000000000056600;Street;Улица
Курчатова;92000000000056800;Street;Улица
Тайфунная;92000000000056900;Street;Улица
Ракетная;92000000000057000;Street;Улица
Лесоводов;92000000000057100;Street;Улица
Терлецкого;92000000000057300;Street;Улица
Леваневского;92000000000057400;Street;Улица
Лобанова;92000000000057500;Street;Улица
Уланская;92000000000057600;Street;Улица
Симферопольская;92000000000057800;Street;Улица
Мазуренко;92000000000057900;Street;Улица
Марата;92000000000058000;Street;Улица
Матроса Кошки;92000000000058200;Street;Улица
Сейнерская;92000000000058300;Street;Улица
Маячная;92000000000058600;Street;Улица
Снайперская;92000000000059000;Street;Улица
Харьковская;92000000000059100;Street;Улица
Цибулько;92000000000059300;Street;Улица
Молодых Строителей;92000000000059400;Street;Улица
Челябинская;92000000000059600;Street;Улица
Земляничная;92000000000059700;Street;Улица
Таманская;92000000000059800;Street;Улица
Токарева;92000000000060100;Street;Улица
Шостака;92000000000060200;Street;Улица
Щорса;92000000000060300;Street;Улица
Новороссийская;92000000000060400;Street;Улица
Якутская;92000000000060500;Street;Улица
Окопная;92000000000060600;Street;Улица
Яхонтовая;92000000000060700;Street;Улица
Оружейная;92000000000060900;Street;Улица
Северная;92000000000061200;Street;Улица
Волнистая;92000000000061300;Street;Улица
Историческая;92000000000061600;Street;Улица
Цыганкова;92000000000061700;Street;Улица
Тендровская;92000000000061800;Street;Улица
Лиговская;92000000000062000;Street;Улица
Чехова;92000000000062100;Street;Улица
Переяславская;92000000000062200;Street;Улица
Восставших;92000000000062400;Street;Улица
Штилевая;92000000000062500;Street;Улица
Юдина;92000000000062600;Street;Улица
Полоцкая;92000000000062700;Street;Улица
Еловая;92000000000062800;Street;Улица
Почтовая;92000000000062900;Street;Улица
Каманина;92000000000063000;Street;Улица
Приморской Армии;92000000000063100;Street;Улица
Прохладная;92000000000063300;Street;Улица
Советская;92000000000063500;Street;Улица
Ясная;92000000000063600;Street;Улица
Рыбацкая;92000000000063700;Street;Улица
Эпроновская;92000000000063800;Street;Улица
Романтиков;92000000000063900;Street;Улица
Сельская;92000000000064100;Street;Улица
Салтыкова-Щедрина;92000000000064200;Street;Улица
Светлая;92000000000064300;Street;Улица
Скальная;92000000000064500;Street;Улица
Изумрудная;92000000000064600;Street;Улица
Сладкова;92000000000064700;Street;Улица
Судакская;92000000000064900;Street;Улица
Терещенко;92000000000065000;Street;Улица
Украинская;92000000000065200;Street;Улица
Фильченкова;92000000000065300;Street;Улица
Фонтанная;92000000000065400;Street;Улица
Харченко;92000000000065500;Street;Улица
Кирпичная;92000000000065600;Street;Улица
Челюскинцев;92000000000065700;Street;Улица
Чесменская;92000000000065800;Street;Улица
Шварца;92000000000065900;Street;Улица
Щитовая;92000000000066000;Street;Улица
5-я Бастионная;92000000000066900;Street;Улица
Егерская;92000000000067000;Street;Улица
Индустриальная;92000000000067100;Street;Улица
Авиационная;92000000000067200;Street;Улица
Адмирала Октябрьского;92000000000067300;Street;Улица
Актюбинская;92000000000067400;Street;Улица
Бакуниной;92000000000067700;Street;Улица
Батумская;92000000000067800;Street;Улица
Богданова;92000000000067900;Street;Улица
Брестская;92000000000068000;Street;Улица
Ольховая;92000000000068100;Street;Улица
Ватутина;92000000000068200;Street;Улица
Владимирская;92000000000068400;Street;Улица
Гвардейская;92000000000068600;Street;Улица
Генерала Родионова;92000000000068700;Street;Улица
Героев Севастополя;92000000000068800;Street;Улица
Ореховая;92000000000068900;Street;Улица
Плотинная;92000000000069000;Street;Улица
Гусарская;92000000000069100;Street;Улица
Демидова;92000000000069200;Street;Улица
Донская;92000000000069300;Street;Улица
Дубравная;92000000000069400;Street;Улица
Железнодорожная;92000000000069600;Street;Улица
Казарского;92000000000069800;Street;Улица
Карантинная;92000000000069900;Street;Улица
Каштановая;92000000000070000;Street;Улица
Колобова;92000000000070200;Street;Улица
Коммунистическая;92000000000070300;Street;Улица
Котляревского;92000000000070500;Street;Улица
Красивая;92000000000070600;Street;Улица
Крымская;92000000000070700;Street;Улица
Куликово Поле;92000000000070800;Street;Улица
Лазаревская;92000000000071000;Street;Улица
Лермонтова;92000000000071100;Street;Улица
Лоцманская;92000000000071200;Street;Улица
Междурядная;92000000000071300;Street;Улица
Маковая;92000000000071400;Street;Улица
Маршала Бирюзова;92000000000071500;Street;Улица
Мореходная;92000000000071800;Street;Улица
Мускатная;92000000000071900;Street;Улица
Народная;92000000000072000;Street;Улица
Оборонная;92000000000072200;Street;Улица
Ахтырская;92000000000072400;Street;Улица
Пионерская;92000000000072500;Street;Улица
Паршина;92000000000072700;Street;Улица
Пирогова;92000000000072800;Street;Улица
Полевая;92000000000125300;Street;Улица
Привольная;92000000000073000;Street;Улица
Пролетарская;92000000000073100;Street;Улица
Пушкина;92000000000073200;Street;Улица
Революции 1905 года;92000000000073300;Street;Улица
Рабочая;92000000000073400;Street;Улица
Сапунгорская;92000000000073700;Street;Улица
Склонная;92000000000074000;Street;Улица
Солдатская;92000000000074100;Street;Улица
Станюковича;92000000000074200;Street;Улица
Супруна;92000000000074400;Street;Улица
Трудовая;92000000000074700;Street;Улица
Уральская;92000000000074800;Street;Улица
Федюхина;92000000000074900;Street;Улица
Фрунзе;92000000000075000;Street;Улица
Херсонская;92000000000075100;Street;Улица
Цимлянская;92000000000075200;Street;Улица
Читинская;92000000000075400;Street;Улица
Штурвальная;92000000000075600;Street;Улица
1 Линия;92000000000076500;Street;Улица
1 Линия Бомбор;92000000000076600;Street;Улица
10-я Радарная;92000000000076900;Street;Улица
11-я Радарная;92000000000077000;Street;Улица
12-я Радарная;92000000000077100;Street;Улица
13-я Радарная;92000000000077200;Street;Улица
14-я Радарная;92000000000077300;Street;Улица
1-я Равелинная;92000000000078000;Street;Улица
1-я Радарная;92000000000078100;Street;Улица
1-я Сарандинаки;92000000000078200;Street;Улица
2 Линия;92000000000078400;Street;Улица
2-я линия Бомбор;92000000000078500;Street;Улица
2-й Обороны;92000000000079200;Street;Улица
2-я Равелинная;92000000000079500;Street;Улица
2-я Радарная;92000000000079600;Street;Улица
2-я Сарандинаки;92000000000079700;Street;Улица
3-я Равелинная;92000000000080500;Street;Улица
3-я Радарная;92000000000080600;Street;Улица
3-я Сарандинаки;92000000000080700;Street;Улица
4-я Равелинная;92000000000081100;Street;Улица
4-я Радарная;92000000000081200;Street;Улица
4-я Сарандинаки;92000000000081300;Street;Улица
5-я Равелинная;92000000000081800;Street;Улица
5-я Радарная;92000000000081900;Street;Улица
5-я Сарандинаки;92000000000082000;Street;Улица
6-я Равелинная;92000000000082200;Street;Улица
6-я Радарная;92000000000082300;Street;Улица
7-я Равелинная;92000000000082400;Street;Улица
7-я Радарная;92000000000082500;Street;Улица
8-я Радарная;92000000000082700;Street;Улица
9-я Радарная;92000000000082800;Street;Улица
Абонементные Ящики;92000000000082900;Street;Улица
Аграрная;92000000000083100;Street;Улица
Айландовая;92000000000083300;Street;Улица
Акъяр;92000000000083400;Street;Улица
Аргонавтов;92000000000083500;Street;Улица
Арктическая;92000000000083600;Street;Улица
Ахлестина Степана;92000000000083900;Street;Улица
Балашова;92000000000084200;Street;Улица
Балочная;92000000000084300;Street;Улица
Бассейная;92000000000084400;Street;Улица
Батарейная;92000000000084500;Street;Улица
Бедного Демьяна;92000000000084600;Street;Улица
Безымянная;92000000000084700;Street;Улица
Белоозерская;92000000000084900;Street;Улица
Береговая;92000000000085000;Street;Улица
Бертье-Делагарда;92000000000085100;Street;Улица
Бирюзовая;92000000000085200;Street;Улица
Бирюлева;92000000000085300;Street;Улица
Бобковой Людмилы;92000000000085500;Street;Улица
Богдановская;92000000000085600;Street;Улица
Большевистская;92000000000085700;Street;Улица
Ботаническая;92000000000085800;Street;Улица
Буденного;92000000000085900;Street;Улица
Буряка;92000000000086000;Street;Улица
Вавилова;92000000000086100;Street;Улица
Веселая;92000000000086300;Street;Улица
Вечерняя;92000000000086400;Street;Улица
Византийская;92000000000086500;Street;Улица
Вильямса;92000000000086600;Street;Улица
Винницкая;92000000000086700;Street;Улица
Вишневая;92000000000086900;Street;Улица
Водоканальная;92000000000087100;Street;Улица
Волкова Валерия;92000000000087300;Street;Улица
Волкова Космонавта;92000000000087400;Street;Улица
Воронина Матвея;92000000000087500;Street;Улица
Гамарника Яна;92000000000087700;Street;Улица
Гармаша Константина;92000000000087900;Street;Улица
Генерала Саймонова;92000000000088000;Street;Улица
Георгиевская;92000000000088100;Street;Улица
Гераклейская;92000000000088200;Street;Улица
Героев Подводников;92000000000088500;Street;Улица
Героев Революции;92000000000088600;Street;Улица
Гидроузел;92000000000088800;Street;Улица
Глазкова;92000000000088900;Street;Улица
Голубца Ивана;92000000000089000;Street;Улица
Горная;92000000000089100;Street;Улица
Греческая;92000000000089300;Street;Улица
Грибная;92000000000089400;Street;Улица
Дагжи;92000000000089700;Street;Улица
Данковская;92000000000090000;Street;Улица
Дарвина;92000000000090200;Street;Улица
Делагарда-Бертье;92000000000090300;Street;Улица
Демьяна Бедного;92000000000090500;Street;Улица
Дерюгиной Жени;92000000000090700;Street;Улица
Дзигунского Михаила;92000000000090800;Street;Улица
Добровольского;92000000000090900;Street;Улица
Докучаева;92000000000091000;Street;Улица
Долинная;92000000000091100;Street;Улица
Дорожная;92000000000091300;Street;Улица
Дубинина Володи;92000000000091600;Street;Улица
Дыбенко Павла;92000000000091700;Street;Улица
Екатерининская;92000000000091800;Street;Улица
Емиль-Мале;92000000000091900;Street;Улица
Ермака;92000000000092000;Street;Улица
Жасминная;92000000000092100;Street;Улица
Жукова Василия;92000000000092200;Street;Улица
Загорулько Дмитрия;92000000000092300;Street;Улица
Заря Свободы;92000000000092500;Street;Улица
Защитников 35 Батаре;92000000000092700;Street;Улица
Звездная;92000000000092800;Street;Улица
Зеленая;92000000000092900;Street;Улица
Иванова Якова;92000000000093200;Street;Улица
Изобильная;92000000000093300;Street;Улица
Ирисовая;92000000000093500;Street;Улица
Искристая;92000000000093600;Street;Улица
Каптажная;92000000000093800;Street;Улица
Кашубы Дорофея;92000000000094100;Street;Улица
Кесаева Астана;92000000000094200;Street;Улица
Кизиловая;92000000000094300;Street;Улица
Киммерийская;92000000000094400;Street;Улица
Клеверная;92000000000094600;Street;Улица
Кленовая;92000000000094700;Street;Улица
Ключевая;92000000000094900;Street;Улица
Кольская;92000000000095100;Street;Улица
Коминтерна;92000000000095300;Street;Улица
Комиссара Морозова;92000000000095400;Street;Улица
Кооперативная;92000000000095500;Street;Улица
Корчагина Павла;92000000000096000;Street;Улица
Косарева Александра;92000000000096100;Street;Улица
Космодемьянской Зои;92000000000096200;Street;Улица
Космонавта Добровольского;92000000000096300;Street;Улица
Космонавта Пацаева;92000000000096400;Street;Улица
Костычева;92000000000096500;Street;Улица
Кочиева;92000000000096700;Street;Улица
Кошевого Олега;92000000000096800;Street;Улица
Краевой Надежды;92000000000096900;Street;Улица
Крестьянская;92000000000097100;Street;Улица
Кронштадская;92000000000097400;Street;Улица
Куприна;92000000000097600;Street;Улица
Кучера Василия;92000000000097700;Street;Улица
Лазо Сергея;92000000000098100;Street;Улица
Лесхозная;92000000000098300;Street;Улица
Летчиков;92000000000098400;Street;Улица
Либкнехта Карла;92000000000098500;Street;Улица
Липовенко;92000000000098800;Street;Улица
Липранди;92000000000098900;Street;Улица
Лукомская;92000000000099100;Street;Улица
Лукомского;92000000000099300;Street;Улица
Лумумбы Патриса;92000000000099400;Street;Улица
Лунина Николая;92000000000099500;Street;Улица
Люксембург Розы;92000000000099800;Street;Улица
